local-authority-code,section,max_score,score
LCE,s2_m&a,18,15.0
LCE,s3_c&a,7,6.0
LCE,s4_coms,9,9.0
LCE,s5_mset,5,4.0
LCE,s6_cb,4,3.0
LCE,s7_dsi,5,0.0
LCE,s8_est,5,1.0
LCE,s9_ee,4,3.0
LCR,s1_gov,21,9.0
LCR,s2_m&a,18,15.0
LCR,s3_c&a,5,1.0
LCR,s4_coms,9,3.0
LCR,s5_mset,5,3.0
LCR,s6_cb,4,1.0
LCR,s7_dsi,5,0.0
LCR,s8_est,5,5.0
LCR,s9_ee,4,2.0
LDS,s1_gov,21,14.0
LDS,s2_m&a,18,11.0
LDS,s3_c&a,7,5.0
LDS,s4_coms,9,6.0
LDS,s5_mset,5,4.0
LDS,s6_cb,4,4.0
LDS,s7_dsi,5,3.0
LDS,s8_est,5,4.0
LDS,s9_ee,4,3.0
LEC,s1_gov,21,9.0
LEC,s2_m&a,18,6.0
LEC,s3_c&a,5,4.0
LEC,s4_coms,9,4.0
LEC,s5_mset,5,4.0
LEC,s6_cb,4,3.0
LEC,s7_dsi,5,0.0
LEC,s8_est,5,2.0
LEC,s9_ee,4,2.0
LEE,s1_gov,21,17.0
LEE,s2_m&a,18,9.0
LEE,s3_c&a,7,5.0
LEE,s4_coms,9,5.0
LEE,s5_mset,5,5.0
LEE,s6_cb,4,0.0
LEE,s7_dsi,5,1.0
LEE,s8_est,5,2.0
LEE,s9_ee,4,2.0
LEW,s1_gov,21,15.0
LEW,s2_m&a,18,11.0
LEW,s3_c&a,7,7.0
LEW,s4_coms,9,7.0
LEW,s5_mset,5,3.0
LEW,s6_cb,4,4.0
LEW,s7_dsi,5,4.0
LEW,s8_est,5,4.0
LEW,s9_ee,4,3.0
LIC,s1_gov,21,7.0
LIC,s2_m&a,18,1.0
LIC,s3_c&a,7,1.0
LIC,s4_coms,9,4.0
LIC,s5_mset,5,2.0
LIC,s6_cb,4,0.0
LIC,s7_dsi,5,0.0
LIC,s8_est,5,0.0
LIC,s9_ee,4,0.0
LIF,s1_gov,21,0.0
LIF,s2_m&a,18,0.0
LIF,s3_c&a,7,0.0
LIF,s4_coms,9,0.0
LIF,s5_mset,5,0.0
LIF,s6_cb,4,0.0
LIF,s7_dsi,5,0.0
LIF,s8_est,5,0.0
LIF,s9_ee,4,0.0
LIN,s1_gov,21,10.0
LIN,s2_m&a,18,1.0
LIN,s3_c&a,5,1.0
LIN,s4_coms,9,3.0
LIN,s5_mset,5,1.0
LIN,s6_cb,4,1.0
LIN,s7_dsi,5,0.0
LIN,s8_est,5,0.0
LIN,s9_ee,4,0.0
LIV,s1_gov,21,8.0
LIV,s2_m&a,18,4.0
LIV,s3_c&a,7,1.0
LIV,s4_coms,9,1.0
LIV,s5_mset,5,2.0
LIV,s6_cb,4,1.0
LIV,s7_dsi,5,0.0
LIV,s8_est,5,1.0
LIV,s9_ee,4,2.0
LND,s1_gov,21,5.0
LND,s2_m&a,18,8.0
LND,s3_c&a,7,3.0
LND,s4_coms,9,3.0
LND,s5_mset,5,4.0
LND,s6_cb,4,3.0
LND,s7_dsi,5,0.0
LND,s8_est,5,0.0
LND,s9_ee,4,2.0
LUT,s1_gov,21,3.0
LUT,s2_m&a,18,0.0
LUT,s3_c&a,7,4.0
LUT,s4_coms,9,3.0
LUT,s5_mset,5,0.0
LUT,s6_cb,4,0.0
LUT,s7_dsi,5,0.0
LUT,s8_est,5,2.0
LUT,s9_ee,4,0.0
MAI,s1_gov,21,20.0
MAI,s2_m&a,18,15.0
MAI,s3_c&a,7,7.0
MAI,s4_coms,9,8.0
MAI,s5_mset,5,2.0
MAI,s6_cb,4,4.0
MAI,s7_dsi,5,1.0
MAI,s8_est,5,1.0
MAI,s9_ee,4,3.0
MAL,s1_gov,21,0.0
MAL,s2_m&a,18,0.0
MAL,s3_c&a,7,0.0
MAL,s4_coms,9,0.0
MAL,s5_mset,5,0.0
MAL,s6_cb,4,0.0
MAL,s7_dsi,5,0.0
MAL,s8_est,5,0.0
MAL,s9_ee,4,0.0
MAN,s1_gov,21,19.0
MAN,s2_m&a,18,18.0
MAN,s3_c&a,7,6.0
MAN,s4_coms,9,7.0
MAN,s5_mset,5,3.0
MAN,s6_cb,4,4.0
MAN,s7_dsi,5,4.0
MAN,s8_est,5,5.0
MAN,s9_ee,4,4.0
MAS,s1_gov,21,9.0
MAS,s2_m&a,18,3.0
MAS,s3_c&a,7,2.0
MAS,s4_coms,9,6.0
MAS,s5_mset,5,5.0
MAS,s6_cb,4,2.0
MAS,s7_dsi,5,0.0
MAS,s8_est,5,3.0
MAS,s9_ee,4,0.0
MAV,s1_gov,21,11.0
MAV,s2_m&a,18,9.0
MAV,s3_c&a,7,3.0
MAV,s4_coms,9,3.0
MAV,s5_mset,5,2.0
MAV,s6_cb,4,1.0
MAV,s7_dsi,5,0.0
MAV,s8_est,5,1.0
MAV,s9_ee,4,2.0
MDB,s1_gov,21,6.0
MDB,s2_m&a,18,4.0
MDB,s3_c&a,7,1.0
MDB,s4_coms,9,3.0
MDB,s5_mset,5,1.0
MDB,s6_cb,4,3.0
MDB,s7_dsi,5,0.0
MDB,s8_est,5,1.0
MDB,s9_ee,4,2.0
MDE,s1_gov,21,9.0
MDE,s2_m&a,18,10.0
MDE,s3_c&a,7,5.0
MDE,s4_coms,9,5.0
MDE,s5_mset,5,4.0
MDE,s6_cb,4,3.0
MDE,s7_dsi,5,1.0
MDE,s8_est,5,3.0
MDE,s9_ee,4,3.0
MDW,s1_gov,21,14.0
MDW,s2_m&a,18,13.0
MDW,s3_c&a,7,5.0
MDW,s4_coms,9,7.0
MDW,s5_mset,5,5.0
MDW,s6_cb,4,4.0
MDW,s7_dsi,5,0.0
MDW,s8_est,5,5.0
MDW,s9_ee,4,2.0
MEA,s1_gov,21,0.0
MEA,s2_m&a,18,0.0
MEA,s3_c&a,7,0.0
MEA,s4_coms,9,0.0
MEA,s5_mset,5,0.0
MEA,s6_cb,4,0.0
MEA,s7_dsi,5,0.0
MEA,s8_est,5,0.0
MEA,s9_ee,4,0.0
MEL,s1_gov,21,0.0
MEL,s2_m&a,18,0.0
MEL,s3_c&a,7,0.0
MEL,s4_coms,9,0.0
MEL,s5_mset,5,0.0
MEL,s6_cb,4,0.0
MEL,s7_dsi,5,0.0
MEL,s8_est,5,0.0
MEL,s9_ee,4,0.0
MEN,s1_gov,21,16.0
MEN,s2_m&a,18,18.0
MEN,s3_c&a,7,3.0
MEN,s4_coms,9,7.0
MEN,s5_mset,5,4.0
MEN,s6_cb,4,4.0
MEN,s7_dsi,5,2.0
MEN,s8_est,5,2.0
MEN,s9_ee,4,4.0
MIK,s1_gov,21,10.0
MIK,s2_m&a,18,10.0
MIK,s3_c&a,7,5.0
MIK,s4_coms,9,3.0
MIK,s5_mset,5,2.0
MIK,s6_cb,4,3.0
MIK,s7_dsi,5,1.0
MIK,s8_est,5,2.0
MIK,s9_ee,4,3.0
MLN,s1_gov,21,13.0
MLN,s2_m&a,18,10.0
MLN,s3_c&a,7,5.0
MLN,s4_coms,9,5.0
MLN,s5_mset,5,4.0
MLN,s6_cb,4,0.0
MLN,s7_dsi,5,0.0
MLN,s8_est,5,1.0
MLN,s9_ee,4,2.0
MOL,s1_gov,21,14.0
MOL,s2_m&a,18,17.0
MOL,s3_c&a,7,6.0
MOL,s4_coms,9,5.0
MOL,s5_mset,5,3.0
MOL,s6_cb,4,3.0
MOL,s7_dsi,5,0.0
MOL,s8_est,5,3.0
MOL,s9_ee,4,2.0
MON,s1_gov,21,9.0
MON,s2_m&a,18,10.0
MON,s3_c&a,7,4.0
MON,s4_coms,9,3.0
MON,s5_mset,5,3.0
MON,s6_cb,4,1.0
MON,s7_dsi,5,0.0
MON,s8_est,5,2.0
MON,s9_ee,4,2.0
MRT,s1_gov,21,14.0
MRT,s2_m&a,18,7.0
MRT,s3_c&a,7,6.0
MRT,s4_coms,9,6.0
MRT,s5_mset,5,4.0
MRT,s6_cb,4,1.0
MRT,s7_dsi,5,0.0
MRT,s8_est,5,1.0
MRT,s9_ee,4,2.0
MRY,s1_gov,21,9.0
MRY,s2_m&a,18,4.0
MRY,s3_c&a,7,5.0
MRY,s4_coms,9,5.0
MRY,s5_mset,5,2.0
MRY,s6_cb,4,1.0
MRY,s7_dsi,5,0.0
MRY,s8_est,5,2.0
MRY,s9_ee,4,0.0
MSS,s1_gov,21,6.0
MSS,s2_m&a,18,10.0
MSS,s3_c&a,7,1.0
MSS,s4_coms,9,2.0
MSS,s5_mset,5,1.0
MSS,s6_cb,4,0.0
MSS,s7_dsi,5,0.0
MSS,s8_est,5,0.0
MSS,s9_ee,4,0.0
MSU,s1_gov,21,14.0
MSU,s2_m&a,18,13.0
MSU,s3_c&a,7,5.0
MSU,s4_coms,9,6.0
MSU,s5_mset,5,2.0
MSU,s6_cb,4,2.0
MSU,s7_dsi,5,0.0
MSU,s8_est,5,3.0
MSU,s9_ee,4,3.0
MTY,s1_gov,21,2.0
MTY,s2_m&a,18,0.0
MTY,s3_c&a,7,1.0
MTY,s4_coms,9,2.0
MTY,s5_mset,5,1.0
MTY,s6_cb,4,0.0
MTY,s7_dsi,5,0.0
MTY,s8_est,5,0.0
MTY,s9_ee,4,0.0
MUL,s1_gov,21,0.0
MUL,s2_m&a,18,0.0
MUL,s3_c&a,7,0.0
MUL,s4_coms,9,0.0
MUL,s5_mset,5,0.0
MUL,s6_cb,4,0.0
MUL,s7_dsi,5,0.0
MUL,s8_est,5,0.0
MUL,s9_ee,4,0.0
NAY,s1_gov,21,9.0
NAY,s2_m&a,18,6.0
NAY,s3_c&a,7,3.0
NAY,s4_coms,9,3.0
NAY,s5_mset,5,3.0
NAY,s6_cb,4,0.0
NAY,s7_dsi,5,0.0
NAY,s8_est,5,3.0
NAY,s9_ee,4,2.0
NBL,s1_gov,21,17.0
NBL,s2_m&a,18,10.0
NBL,s3_c&a,7,6.0
NBL,s4_coms,9,8.0
NBL,s5_mset,5,4.0
NBL,s6_cb,4,2.0
NBL,s7_dsi,5,1.0
NBL,s8_est,5,4.0
NBL,s9_ee,4,4.0
NDE,s1_gov,21,0.0
NDE,s2_m&a,18,0.0
NDE,s3_c&a,7,0.0
NDE,s4_coms,9,0.0
NDE,s5_mset,5,0.0
NDE,s6_cb,4,0.0
NDE,s7_dsi,5,0.0
NDE,s8_est,5,0.0
NDE,s9_ee,4,0.0
NEA,s1_gov,21,12.0
NEA,s2_m&a,18,10.0
NEA,s3_c&a,7,4.0
NEA,s4_coms,9,3.0
NEA,s5_mset,5,2.0
NEA,s6_cb,4,0.0
NEA,s7_dsi,5,1.0
NEA,s8_est,5,1.0
NEA,s9_ee,4,2.0
NEC,s1_gov,21,8.0
NEC,s2_m&a,18,3.0
NEC,s3_c&a,7,2.0
NEC,s4_coms,9,3.0
NEC,s5_mset,5,3.0
NEC,s6_cb,4,2.0
NEC,s7_dsi,5,0.0
NEC,s8_est,5,0.0
NEC,s9_ee,4,3.0
NECA,s1_gov,21,0.0
NECA,s2_m&a,18,0.0
NECA,s3_c&a,5,0.0
NECA,s4_coms,9,0.0
NECA,s5_mset,5,0.0
NECA,s6_cb,4,0.0
NECA,s7_dsi,5,0.0
NECA,s8_est,5,0.0
NECA,s9_ee,4,0.0
NED,s1_gov,21,7.0
NED,s2_m&a,18,13.0
NED,s3_c&a,7,3.0
NED,s4_coms,9,3.0
NED,s5_mset,5,1.0
NED,s6_cb,4,2.0
NED,s7_dsi,5,0.0
NED,s8_est,5,1.0
NED,s9_ee,4,0.0
NEL,s1_gov,21,0.0
NEL,s2_m&a,18,0.0
NEL,s3_c&a,7,0.0
NEL,s4_coms,9,0.0
NEL,s5_mset,5,0.0
NEL,s6_cb,4,0.0
NEL,s7_dsi,5,0.0
NEL,s8_est,5,0.0
NEL,s9_ee,4,0.0
NET,s1_gov,21,16.0
NET,s2_m&a,18,16.0
NET,s3_c&a,7,6.0
NET,s4_coms,9,8.0
NET,s5_mset,5,4.0
NET,s6_cb,4,4.0
NET,s7_dsi,5,4.0
NET,s8_est,5,3.0
NET,s9_ee,4,3.0
NEW,s1_gov,21,0.0
NEW,s2_m&a,18,0.0
NEW,s3_c&a,7,0.0
NEW,s4_coms,9,0.0
NEW,s5_mset,5,0.0
NEW,s6_cb,4,0.0
NEW,s7_dsi,5,0.0
NEW,s8_est,5,0.0
NEW,s9_ee,4,0.0
NFK,s1_gov,21,0.0
NFK,s2_m&a,18,0.0
NFK,s3_c&a,5,0.0
NFK,s4_coms,9,0.0
NFK,s5_mset,5,0.0
NFK,s6_cb,4,0.0
NFK,s7_dsi,5,0.0
NFK,s8_est,5,0.0
NFK,s9_ee,4,0.0
NGM,s1_gov,21,14.0
NGM,s2_m&a,18,15.0
NGM,s3_c&a,7,6.0
NGM,s4_coms,9,5.0
NGM,s5_mset,5,5.0
NGM,s6_cb,4,4.0
NGM,s7_dsi,5,2.0
NGM,s8_est,5,5.0
NGM,s9_ee,4,3.0
NHE,s1_gov,21,11.0
NHE,s2_m&a,18,8.0
NHE,s3_c&a,7,1.0
NHE,s4_coms,9,3.0
NHE,s5_mset,5,2.0
NHE,s6_cb,4,0.0
NHE,s7_dsi,5,0.0
NHE,s8_est,5,1.0
NHE,s9_ee,4,3.0
NKE,s1_gov,21,15.0
NKE,s2_m&a,18,18.0
NKE,s3_c&a,7,5.0
NKE,s4_coms,9,6.0
NKE,s5_mset,5,5.0
NKE,s6_cb,4,3.0
NKE,s7_dsi,5,2.0
NKE,s8_est,5,1.0
NKE,s9_ee,4,2.0
NLK,s1_gov,21,14.0
NLK,s2_m&a,18,12.0
NLK,s3_c&a,7,3.0
NLK,s4_coms,9,3.0
NLK,s5_mset,5,3.0
NLK,s6_cb,4,1.0
NLK,s7_dsi,5,3.0
NLK,s8_est,5,2.0
NLK,s9_ee,4,3.0
NLN,s1_gov,21,4.0
NLN,s2_m&a,18,1.0
NLN,s3_c&a,7,2.0
NLN,s4_coms,9,3.0
NLN,s5_mset,5,1.0
NLN,s6_cb,4,0.0
NLN,s7_dsi,5,0.0
NLN,s8_est,5,0.0
NLN,s9_ee,4,0.0
NMD,s1_gov,21,0.0
NMD,s2_m&a,18,0.0
NMD,s3_c&a,7,0.0
NMD,s4_coms,9,0.0
NMD,s5_mset,5,0.0
NMD,s6_cb,4,0.0
NMD,s7_dsi,5,0.0
NMD,s8_est,5,0.0
NMD,s9_ee,4,0.0
NNO,s1_gov,21,3.0
NNO,s2_m&a,18,1.0
NNO,s3_c&a,7,1.0
NNO,s4_coms,9,5.0
NNO,s5_mset,5,0.0
NNO,s6_cb,4,0.0
NNO,s7_dsi,5,0.0
NNO,s8_est,5,0.0
NNO,s9_ee,4,2.0
NNT,s1_gov,21,7.0
NNT,s2_m&a,18,1.0
NNT,s3_c&a,7,6.0
NNT,s4_coms,9,4.0
NNT,s5_mset,5,3.0
NNT,s6_cb,4,3.0
NNT,s7_dsi,5,0.0
NNT,s8_est,5,3.0
NNT,s9_ee,4,1.0
NOW,s1_gov,21,9.0
NOW,s2_m&a,18,9.0
NOW,s3_c&a,7,2.0
NOW,s4_coms,9,5.0
NOW,s5_mset,5,3.0
NOW,s6_cb,4,0.0
NOW,s7_dsi,5,0.0
NOW,s8_est,5,0.0
NOW,s9_ee,4,0.0
NSM,s1_gov,21,8.0
NSM,s2_m&a,18,6.0
NSM,s3_c&a,7,1.0
NSM,s4_coms,9,3.0
NSM,s5_mset,5,4.0
NSM,s6_cb,4,1.0
NSM,s7_dsi,5,0.0
NSM,s8_est,5,1.0
NSM,s9_ee,4,3.0
NTCA,s1_gov,21,8.0
NTCA,s2_m&a,18,3.0
NTCA,s3_c&a,5,1.0
NTCA,s4_coms,9,3.0
NTCA,s5_mset,5,2.0
NTCA,s6_cb,4,2.0
NTCA,s7_dsi,5,1.0
NTCA,s8_est,5,4.0
NTCA,s9_ee,4,0.0
NTL,s1_gov,21,4.0
NTL,s2_m&a,18,6.0
NTL,s3_c&a,7,5.0
NTL,s4_coms,9,3.0
NTL,s5_mset,5,2.0
NTL,s6_cb,4,1.0
NTL,s7_dsi,5,0.0
NTL,s8_est,5,0.0
NTL,s9_ee,4,3.0
NTT,s1_gov,21,4.0
NTT,s2_m&a,18,1.0
NTT,s3_c&a,5,2.0
NTT,s4_coms,9,2.0
NTT,s5_mset,5,1.0
NTT,s6_cb,4,1.0
NTT,s7_dsi,5,0.0
NTT,s8_est,5,1.0
NTT,s9_ee,4,1.0
NTY,s1_gov,21,12.0
NTY,s2_m&a,18,9.0
NTY,s3_c&a,7,3.0
NTY,s4_coms,9,6.0
NTY,s5_mset,5,4.0
NTY,s6_cb,4,2.0
NTY,s7_dsi,5,0.0
NTY,s8_est,5,4.0
NTY,s9_ee,4,3.0
NUN,s1_gov,21,0.0
NUN,s2_m&a,18,0.0
NUN,s3_c&a,7,0.0
NUN,s4_coms,9,0.0
NUN,s5_mset,5,0.0
NUN,s6_cb,4,0.0
NUN,s7_dsi,5,0.0
NUN,s8_est,5,0.0
NUN,s9_ee,4,0.0
NWA,s1_gov,21,0.0
NWA,s2_m&a,18,0.0
NWA,s3_c&a,7,0.0
NWA,s4_coms,9,0.0
NWA,s5_mset,5,0.0
NWA,s6_cb,4,0.0
NWA,s7_dsi,5,0.0
NWA,s8_est,5,0.0
NWA,s9_ee,4,0.0
NWL,s1_gov,21,7.0
NWL,s2_m&a,18,10.0
NWL,s3_c&a,7,3.0
NWL,s4_coms,9,4.0
NWL,s5_mset,5,4.0
NWL,s6_cb,4,1.0
NWL,s7_dsi,5,0.0
NWL,s8_est,5,3.0
NWL,s9_ee,4,1.0
NWM,s1_gov,21,7.0
NWM,s2_m&a,18,7.0
NWM,s3_c&a,7,5.0
NWM,s4_coms,9,8.0
NWM,s5_mset,5,2.0
NWM,s6_cb,4,3.0
NWM,s7_dsi,5,2.0
NWM,s8_est,5,2.0
NWM,s9_ee,4,1.0
NWP,s1_gov,21,10.0
NWP,s2_m&a,18,1.0
NWP,s3_c&a,7,1.0
NWP,s4_coms,9,1.0
NWP,s5_mset,5,0.0
NWP,s6_cb,4,1.0
NWP,s7_dsi,5,0.0
NWP,s8_est,5,0.0
NWP,s9_ee,4,0.0
NYK,s1_gov,21,11.0
NYK,s2_m&a,18,1.0
NYK,s3_c&a,5,4.0
NYK,s4_coms,9,6.0
NYK,s5_mset,5,2.0
NYK,s6_cb,4,1.0
NYK,s7_dsi,5,1.0
NYK,s8_est,5,4.0
NYK,s9_ee,4,2.0
OAD,s1_gov,21,5.0
OAD,s2_m&a,18,4.0
OAD,s3_c&a,7,4.0
OAD,s4_coms,9,4.0
OAD,s5_mset,5,1.0
OAD,s6_cb,4,2.0
OAD,s7_dsi,5,0.0
OAD,s8_est,5,2.0
OAD,s9_ee,4,0.0
OLD,s1_gov,21,3.0
OLD,s2_m&a,18,2.0
OLD,s3_c&a,7,2.0
OLD,s4_coms,9,6.0
OLD,s5_mset,5,1.0
OLD,s6_cb,4,2.0
OLD,s7_dsi,5,1.0
OLD,s8_est,5,4.0
OLD,s9_ee,4,1.0
ORK,s1_gov,21,7.0
ORK,s2_m&a,18,1.0
ORK,s3_c&a,7,0.0
ORK,s4_coms,9,2.0
ORK,s5_mset,5,1.0
ORK,s6_cb,4,0.0
ORK,s7_dsi,5,0.0
ORK,s8_est,5,0.0
ORK,s9_ee,4,0.0
OXF,s1_gov,21,10.0
OXF,s2_m&a,18,8.0
OXF,s3_c&a,5,2.0
OXF,s4_coms,9,5.0
OXF,s5_mset,5,2.0
OXF,s6_cb,4,1.0
OXF,s7_dsi,5,0.0
OXF,s8_est,5,4.0
OXF,s9_ee,4,1.0
OXO,s1_gov,21,11.0
OXO,s2_m&a,18,9.0
OXO,s3_c&a,7,6.0
OXO,s4_coms,9,4.0
OXO,s5_mset,5,4.0
OXO,s6_cb,4,1.0
OXO,s7_dsi,5,1.0
OXO,s8_est,5,1.0
OXO,s9_ee,4,0.0
PEM,s1_gov,21,10.0
PEM,s2_m&a,18,15.0
PEM,s3_c&a,7,0.0
PEM,s4_coms,9,2.0
PEM,s5_mset,5,1.0
PEM,s6_cb,4,1.0
PEM,s7_dsi,5,0.0
PEM,s8_est,5,3.0
PEM,s9_ee,4,3.0
PEN,s1_gov,21,9.0
PEN,s2_m&a,18,5.0
PEN,s3_c&a,7,5.0
PEN,s4_coms,9,3.0
PEN,s5_mset,5,1.0
PEN,s6_cb,4,0.0
PEN,s7_dsi,5,0.0
PEN,s8_est,5,1.0
PEN,s9_ee,4,0.0
PKN,s1_gov,21,13.0
PKN,s2_m&a,18,14.0
PKN,s3_c&a,7,5.0
PKN,s4_coms,9,7.0
PKN,s5_mset,5,4.0
PKN,s6_cb,4,4.0
PKN,s7_dsi,5,1.0
PKN,s8_est,5,2.0
PKN,s9_ee,4,3.0
PLY,s1_gov,21,15.0
PLY,s2_m&a,18,8.0
PLY,s3_c&a,7,6.0
PLY,s4_coms,9,6.0
PLY,s5_mset,5,4.0
PLY,s6_cb,4,2.0
PLY,s7_dsi,5,1.0
PLY,s8_est,5,5.0
PLY,s9_ee,4,3.0
POR,s1_gov,21,9.0
POR,s2_m&a,18,5.0
POR,s3_c&a,7,4.0
POR,s4_coms,9,4.0
POR,s5_mset,5,3.0
POR,s6_cb,4,2.0
POR,s7_dsi,5,0.0
POR,s8_est,5,1.0
POR,s9_ee,4,1.0
POW,s1_gov,21,0.0
POW,s2_m&a,18,0.0
POW,s3_c&a,7,0.0
POW,s4_coms,9,0.0
POW,s5_mset,5,0.0
POW,s6_cb,4,0.0
POW,s7_dsi,5,0.0
POW,s8_est,5,0.0
POW,s9_ee,4,0.0
PRE,s1_gov,21,0.0
PRE,s2_m&a,18,0.0
PRE,s3_c&a,7,0.0
PRE,s4_coms,9,0.0
PRE,s5_mset,5,0.0
PRE,s6_cb,4,0.0
PRE,s7_dsi,5,0.0
PRE,s8_est,5,0.0
PRE,s9_ee,4,0.0
PTE,s1_gov,21,13.0
PTE,s2_m&a,18,0.0
PTE,s3_c&a,7,2.0
PTE,s4_coms,9,5.0
PTE,s5_mset,5,2.0
PTE,s6_cb,4,1.0
PTE,s7_dsi,5,0.0
PTE,s8_est,5,2.0
PTE,s9_ee,4,0.0
RCC,s1_gov,21,13.0
RCC,s2_m&a,18,7.0
RCC,s3_c&a,7,4.0
RCC,s4_coms,9,3.0
RCC,s5_mset,5,3.0
RCC,s6_cb,4,1.0
RCC,s7_dsi,5,1.0
RCC,s8_est,5,1.0
RCC,s9_ee,4,0.0
RCH,s1_gov,21,2.0
RCH,s2_m&a,18,1.0
RCH,s3_c&a,7,0.0
RCH,s4_coms,9,2.0
RCH,s5_mset,5,1.0
RCH,s6_cb,4,2.0
RCH,s7_dsi,5,0.0
RCH,s8_est,5,0.0
RCH,s9_ee,4,1.0
RCT,s1_gov,21,6.0
RCT,s2_m&a,18,12.0
RCT,s3_c&a,7,4.0
RCT,s4_coms,9,4.0
RCT,s5_mset,5,2.0
RCT,s6_cb,4,1.0
RCT,s7_dsi,5,0.0
RCT,s8_est,5,2.0
RCT,s9_ee,4,3.0
RDB,s1_gov,21,11.0
RDB,s2_m&a,18,6.0
RDB,s3_c&a,7,5.0
RDB,s4_coms,9,5.0
RDB,s5_mset,5,2.0
RDB,s6_cb,4,4.0
RDB,s7_dsi,5,1.0
RDB,s8_est,5,3.0
RDB,s9_ee,4,3.0
RDG,s1_gov,21,14.0
RDG,s2_m&a,18,16.0
RDG,s3_c&a,7,4.0
RDG,s4_coms,9,7.0
RDG,s5_mset,5,4.0
RDG,s6_cb,4,4.0
RDG,s7_dsi,5,3.0
RDG,s8_est,5,4.0
RDG,s9_ee,4,3.0
RED,s1_gov,21,0.0
RED,s2_m&a,18,0.0
RED,s3_c&a,7,0.0
RED,s4_coms,9,0.0
RED,s5_mset,5,0.0
RED,s6_cb,4,0.0
RED,s7_dsi,5,0.0
RED,s8_est,5,0.0
RED,s9_ee,4,0.0
REI,s1_gov,21,10.0
REI,s2_m&a,18,17.0
REI,s3_c&a,7,6.0
REI,s4_coms,9,7.0
REI,s5_mset,5,3.0
REI,s6_cb,4,2.0
REI,s7_dsi,5,0.0
REI,s8_est,5,3.0
REI,s9_ee,4,3.0
RFW,s1_gov,21,0.0
RFW,s2_m&a,18,0.0
RFW,s3_c&a,7,0.0
RFW,s4_coms,9,0.0
RFW,s5_mset,5,0.0
RFW,s6_cb,4,0.0
RFW,s7_dsi,5,0.0
RFW,s8_est,5,0.0
RFW,s9_ee,4,0.0
RIB,s1_gov,21,0.0
RIB,s2_m&a,18,0.0
RIB,s3_c&a,7,0.0
RIB,s4_coms,9,0.0
RIB,s5_mset,5,0.0
RIB,s6_cb,4,0.0
RIB,s7_dsi,5,0.0
RIB,s8_est,5,0.0
RIB,s9_ee,4,0.0
RIC,s1_gov,21,15.0
RIC,s2_m&a,18,13.0
RIC,s3_c&a,7,5.0
RIC,s4_coms,9,9.0
RIC,s5_mset,5,4.0
RIC,s6_cb,4,4.0
RIC,s7_dsi,5,4.0
RIC,s8_est,5,3.0
RIC,s9_ee,4,3.0
RIH,s1_gov,21,17.0
RIH,s2_m&a,18,1.0
RIH,s3_c&a,7,6.0
RIH,s4_coms,9,3.0
RIH,s5_mset,5,1.0
RIH,s6_cb,4,1.0
RIH,s7_dsi,5,0.0
RIH,s8_est,5,1.0
RIH,s9_ee,4,0.0
ROC,s1_gov,21,1.0
ROC,s2_m&a,18,0.0
ROC,s3_c&a,7,1.0
ROC,s4_coms,9,0.0
ROC,s5_mset,5,0.0
ROC,s6_cb,4,0.0
ROC,s7_dsi,5,0.0
ROC,s8_est,5,0.0
ROC,s9_ee,4,0.0
ROH,s1_gov,21,5.0
ROH,s2_m&a,18,4.0
ROH,s3_c&a,7,2.0
ROH,s4_coms,9,4.0
ROH,s5_mset,5,1.0
ROH,s6_cb,4,0.0
ROH,s7_dsi,5,0.0
ROH,s8_est,5,1.0
ROH,s9_ee,4,0.0
ROS,s1_gov,21,5.0
ROS,s2_m&a,18,3.0
ROS,s3_c&a,7,1.0
ROS,s4_coms,9,3.0
ROS,s5_mset,5,1.0
ROS,s6_cb,4,0.0
ROS,s7_dsi,5,0.0
ROS,s8_est,5,0.0
ROS,s9_ee,4,1.0
ROT,s1_gov,21,12.0
ROT,s2_m&a,18,7.0
ROT,s3_c&a,7,6.0
ROT,s4_coms,9,5.0
ROT,s5_mset,5,2.0
ROT,s6_cb,4,2.0
ROT,s7_dsi,5,3.0
ROT,s8_est,5,1.0
ROT,s9_ee,4,1.0
RUG,s1_gov,21,0.0
RUG,s2_m&a,18,0.0
RUG,s3_c&a,7,0.0
RUG,s4_coms,9,0.0
RUG,s5_mset,5,0.0
RUG,s6_cb,4,0.0
RUG,s7_dsi,5,0.0
RUG,s8_est,5,0.0
RUG,s9_ee,4,0.0
RUH,s1_gov,21,8.0
RUH,s2_m&a,18,9.0
RUH,s3_c&a,7,6.0
RUH,s4_coms,9,2.0
RUH,s5_mset,5,1.0
RUH,s6_cb,4,4.0
RUH,s7_dsi,5,0.0
RUH,s8_est,5,3.0
RUH,s9_ee,4,3.0
RUN,s1_gov,21,0.0
RUN,s2_m&a,18,0.0
RUN,s3_c&a,7,0.0
RUN,s4_coms,9,0.0
RUN,s5_mset,5,0.0
RUN,s6_cb,4,0.0
RUN,s7_dsi,5,0.0
RUN,s8_est,5,0.0
RUN,s9_ee,4,0.0
RUS,s1_gov,21,8.0
RUS,s2_m&a,18,14.0
RUS,s3_c&a,7,4.0
RUS,s4_coms,9,4.0
RUS,s5_mset,5,3.0
RUS,s6_cb,4,2.0
RUS,s7_dsi,5,0.0
RUS,s8_est,5,0.0
RUS,s9_ee,4,4.0
RUT,s1_gov,21,0.0
RUT,s2_m&a,18,0.0
